participant,gambno,opta,optb,pa1,pa2,pb1,pb2,type,choice,group,sex,wtpamount_opta,wtpamount_optb,oa1,ob1,CV.A,CV.B,CVhigh,CVdiff,CVchoice,EV.A,EV.B,EVhigh,EVdiff,EVlogdiff,EVchoice
582c83a0bbb67e0001e49ec1,19,Fever,Tremor,0.3,0.7,0.98,0.02,medchoice,1,old,Male,-74,-55,-74,-55,7.197221686,1.048808848,1,6.148412838,1,-22.2,-53.9,1,31.7,3.456316681,1
582c83a0bbb67e0001e49ec1,19,Fever,Tremor,0.3,0.7,0.98,0.02,monchoice,1,old,Male,-74,-55,-74,-55,7.197222,1.048809,1,6.148413,1,-22.2,-53.9,1,31.7,3.456317,1
582c83a0bbb67e0001e49ec1,20,Impaired Balance,Fever,0.98,0.02,0.15,0.85,medchoice,0,old,Male,-85,-74,-85,-74,1.303840481,7.930952024,0,-6.627111543,1,-83.3,-11.1,0,-72.2,4.279440046,1
582c83a0bbb67e0001e49ec1,20,Impaired Balance,Fever,0.98,0.02,0.15,0.85,monchoice,0,old,Male,-85,-74,-85,-74,1.30384,7.930952,0,-6.627112,1,-83.3,-11.1,0,-72.2,4.27944,1
582c83a0bbb67e0001e49ec1,21,Flatulence,Slurred Speech,0.6,0.4,0.97,0.03,medchoice,1,old,Male,-80,-73,-80,-73,5.656854249,1.479864859,1,4.176989391,1,-48,-70.81,1,22.81,3.127199036,1
582c83a0bbb67e0001e49ec1,21,Flatulence,Slurred Speech,0.6,0.4,0.97,0.03,monchoice,1,old,Male,-80,-73,-80,-73,5.656854,1.479865,1,4.176989,1,-48,-70.81,1,22.81,3.127199,1
582c83a0bbb67e0001e49ec1,22,Depression,Hallucinations,0.81,0.19,0.98,0.02,medchoice,1,old,Male,-90,-200,-90,-200,4.135214626,2,1,2.135214626,1,-72.9,-196,1,123.1,4.812997033,1
582c83a0bbb67e0001e49ec1,22,Depression,Hallucinations,0.81,0.19,0.98,0.02,monchoice,1,old,Male,-90,-200,-90,-200,4.135215,2,1,2.135215,1,-72.9,-196,1,123.1,4.812997,1
582c83a0bbb67e0001e49ec1,23,Insomnia,Impaired Balance,0.006,0.994,0.09,0.91,medchoice,1,old,Male,-50,-85,-50,-85,7.049822693,8.794884877,0,-1.745062184,0,-0.3,-7.65,1,7.35,1.994700313,1
582c83a0bbb67e0001e49ec1,23,Insomnia,Impaired Balance,0.006,0.994,0.09,0.91,monchoice,1,old,Male,-50,-85,-50,-85,7.049823,8.794885,0,-1.745062,0,-0.3,-7.65,1,7.35,1.9947,1
582c83a0bbb67e0001e49ec1,24,Diarrhea,Slurred Speech,0.005,0.995,0.1,0.9,medchoice,1,old,Male,-100,-73,-100,-73,9.974968672,8.105553652,1,1.86941502,1,-0.5,-7.3,1,6.8,1.916922612,1
582c83a0bbb67e0001e49ec1,24,Diarrhea,Slurred Speech,0.005,0.995,0.1,0.9,monchoice,1,old,Male,-100,-73,-100,-73,9.974969,8.105554,1,1.869415,1,-0.5,-7.3,1,6.8,1.916923,1
582c83a0bbb67e0001e49ec1,25,Itching,Hallucinations,0.03,0.97,0.001,0.999,medchoice,1,old,Male,-75,-200,-75,-200,8.529361055,14.13506279,0,-5.605701733,0,-2.25,-0.2,0,-2.05,0.717839793,0
582c83a0bbb67e0001e49ec1,25,Itching,Hallucinations,0.03,0.97,0.001,0.999,monchoice,0,old,Male,-75,-200,-75,-200,8.529361,14.13506,0,-5.605702,1,-2.25,-0.2,0,-2.05,0.7178398,1
582c83a0bbb67e0001e49ec1,26,Slurred Speech,Tremor,0.02,0.98,0.001,0.999,medchoice,0,old,Male,-73,-55,-73,-55,8.458132182,7.41248946,1,1.045642721,0,-1.46,-0.055,0,-1.405,0.340037303,1
582c83a0bbb67e0001e49ec1,26,Slurred Speech,Tremor,0.02,0.98,0.001,0.999,monchoice,0,old,Male,-73,-55,-73,-55,8.458132,7.412489,1,1.045643,0,-1.46,-0.055,0,-1.405,0.3400373,1
582c83a0bbb67e0001e49ec1,27,Flatulence,Fatigue,0.01,0.99,0.001,0.999,medchoice,0,old,Male,-80,-60,-80,-60,8.899438185,7.74209274,1,1.157345444,0,-0.8,-0.06,0,-0.74,-0.301105093,1
582c83a0bbb67e0001e49ec1,27,Flatulence,Fatigue,0.01,0.99,0.001,0.999,monchoice,0,old,Male,-80,-60,-80,-60,8.899438,7.742093,1,1.157345,0,-0.8,-0.06,0,-0.74,-0.3011051,1
582c83a0bbb67e0001e49ec1,28,Fever,Memory Loss,0.003,0.997,0.04,0.96,medchoice,1,old,Male,-74,-99,-74,-99,8.589412087,9.748846086,0,-1.159433999,0,-0.222,-3.96,1,3.738,1.318550709,1
582c83a0bbb67e0001e49ec1,28,Fever,Memory Loss,0.003,0.997,0.04,0.96,monchoice,1,old,Male,-74,-99,-74,-99,8.589412,9.748846,0,-1.159434,0,-0.222,-3.96,1,3.738,1.318551,1
582c83a0bbb67e0001e49ec1,29,Slurred Speech,Hallucinations,0.89,0.11,0.01,0.99,medchoice,1,old,Male,-73,-200,-73,-200,2.833725463,14.07124728,0,-11.23752182,0,-64.97,-2,0,-62.97,4.142658423,0
582c83a0bbb67e0001e49ec1,29,Slurred Speech,Hallucinations,0.89,0.11,0.01,0.99,monchoice,0,old,Male,-73,-200,-73,-200,2.833725,14.07125,0,-11.23752,1,-64.97,-2,0,-62.97,4.142658,1
582c83a0bbb67e0001e49ec1,30,Flatulence,Fatigue,0.04,0.96,0.003,0.997,medchoice,0,old,Male,-80,-60,-80,-60,8.76356092,7.734339015,1,1.029221905,0,-3.2,-0.18,0,-3.02,1.105256831,1
582c83a0bbb67e0001e49ec1,30,Flatulence,Fatigue,0.04,0.96,0.003,0.997,monchoice,0,old,Male,-80,-60,-80,-60,8.763561,7.734339,1,1.029222,0,-3.2,-0.18,0,-3.02,1.105257,1
582c83a0bbb67e0001e49ec1,31,Tremor,Fever,0.91,0.09,0.03,0.97,medchoice,0,old,Male,-55,-74,-55,-74,2.224859546,8.472307832,0,-6.247448286,1,-50.05,-2.22,0,-47.83,3.867653058,1
582c83a0bbb67e0001e49ec1,31,Tremor,Fever,0.91,0.09,0.03,0.97,monchoice,0,old,Male,-55,-74,-55,-74,2.22486,8.472308,0,-6.247448,1,-50.05,-2.22,0,-47.83,3.867653,1
582c83a0bbb67e0001e49ec1,32,Slurred Speech,Flatulence,0.045,0.955,0.006,0.994,medchoice,0,old,Male,-73,-80,-73,-80,8.349550886,8.917398724,0,-0.567847838,1,-3.285,-0.48,0,-2.805,1.031403539,1
582c83a0bbb67e0001e49ec1,32,Slurred Speech,Flatulence,0.045,0.955,0.006,0.994,monchoice,0,old,Male,-73,-80,-73,-80,8.349551,8.917399,0,-0.5678478,1,-3.285,-0.48,0,-2.805,1.031404,1
582c83a0bbb67e0001e49ec1,33,Memory Loss,Itching,0.003,0.997,0.02,0.98,medchoice,0,old,Male,-99,-75,-99,-75,9.934938349,8.5732141,1,1.361724249,0,-0.297,-1.5,1,1.203,0.184818437,0
582c83a0bbb67e0001e49ec1,33,Memory Loss,Itching,0.003,0.997,0.02,0.98,monchoice,1,old,Male,-99,-75,-99,-75,9.934938,8.573214,1,1.361724,1,-0.297,-1.5,1,1.203,0.1848184,1
582c83a0bbb67e0001e49ec1,34,Diarrhea,Depression,0.79,0.21,0.015,0.985,medchoice,1,old,Male,-100,-90,-100,-90,4.582575695,9.415412896,0,-4.832837201,0,-79,-1.35,0,-77.65,4.35221155,0
582c83a0bbb67e0001e49ec1,34,Diarrhea,Depression,0.79,0.21,0.015,0.985,monchoice,0,old,Male,-100,-90,-100,-90,4.582576,9.415413,0,-4.832837,1,-79,-1.35,0,-77.65,4.352212,1
582c83a0bbb67e0001e49ec1,35,Itching,Insomnia,0.003,0.997,0.095,0.905,medchoice,1,old,Male,-75,-50,-75,-50,8.647253899,6.726812024,1,1.920441876,1,-0.225,-4.75,1,4.525,1.509617577,1
582c83a0bbb67e0001e49ec1,35,Itching,Insomnia,0.003,0.997,0.095,0.905,monchoice,1,old,Male,-75,-50,-75,-50,8.647254,6.726812,1,1.920442,1,-0.225,-4.75,1,4.525,1.509618,1
582c83a0bbb67e0001e49ec1,36,Depression,Fatigue,0.006,0.994,0.65,0.35,medchoice,0,old,Male,-90,-60,-90,-60,9.458329662,4.582575695,1,4.875753967,0,-0.54,-39,1,38.46,3.64961874,0
582c83a0bbb67e0001e49ec1,36,Depression,Fatigue,0.006,0.994,0.65,0.35,monchoice,1,old,Male,-90,-60,-90,-60,9.45833,4.582576,1,4.875754,1,-0.54,-39,1,38.46,3.649619,1
582c83a0bbb67e0001e49ec1,37,Fatigue,Hallucinations,0.38,0.62,0.003,0.997,medchoice,1,old,Male,-60,-200,-60,-200,6.099180273,14.12090649,0,-8.021726214,0,-22.8,-0.6,0,-22.2,3.100092289,0
582c83a0bbb67e0001e49ec1,37,Fatigue,Hallucinations,0.38,0.62,0.003,0.997,monchoice,0,old,Male,-60,-200,-60,-200,6.09918,14.12091,0,-8.021726,1,-22.8,-0.6,0,-22.2,3.100092,1
582c83a0bbb67e0001e49ec1,38,Insomnia,Slurred Speech,0.003,0.997,0.04,0.96,medchoice,1,old,Male,-50,-73,-50,-73,7.060453243,8.371379815,0,-1.310926571,0,-0.15,-2.92,1,2.77,1.01884732,1
582c83a0bbb67e0001e49ec1,38,Insomnia,Slurred Speech,0.003,0.997,0.04,0.96,monchoice,1,old,Male,-50,-73,-50,-73,7.060453,8.37138,0,-1.310927,0,-0.15,-2.92,1,2.77,1.018847,1
582c83a0bbb67e0001e49ec1,39,Depression,Hallucinations,0.003,0.997,0.24,0.76,medchoice,1,old,Male,-90,-200,-90,-200,9.472592042,12.32882801,0,-2.856235964,0,-0.27,-48,1,47.73,3.865560131,1
582c83a0bbb67e0001e49ec1,39,Depression,Hallucinations,0.003,0.997,0.24,0.76,monchoice,1,old,Male,-90,-200,-90,-200,9.472592,12.32883,0,-2.856236,0,-0.27,-48,1,47.73,3.86556,1
582c83a0bbb67e0001e49ec1,40,Slurred Speech,Fatigue,0.035,0.965,0.001,0.999,medchoice,0,old,Male,-73,-60,-73,-60,8.393151971,7.74209274,1,0.65105923,0,-2.555,-0.06,0,-2.495,0.914288729,1
582c83a0bbb67e0001e49ec1,40,Slurred Speech,Fatigue,0.035,0.965,0.001,0.999,monchoice,0,old,Male,-73,-60,-73,-60,8.393152,7.742093,1,0.6510592,0,-2.555,-0.06,0,-2.495,0.9142887,1
582c83a0bbb67e0001e49ec1,41,Itching,Slurred Speech,0.008,0.992,0.28,0.72,medchoice,1,old,Male,-75,-73,-75,-73,8.625543461,7.249827584,1,1.375715877,1,-0.6,-20.44,1,19.84,2.987700102,1
582c83a0bbb67e0001e49ec1,41,Itching,Slurred Speech,0.008,0.992,0.28,0.72,monchoice,1,old,Male,-75,-73,-75,-73,8.625543,7.249828,1,1.375716,1,-0.6,-20.44,1,19.84,2.9877,1
582c83a0bbb67e0001e49ec1,42,Slurred Speech,Itching,0.99,0.01,0.7,0.3,medchoice,0,old,Male,-73,-75,-73,-75,0.854400375,4.74341649,0,-3.889016116,1,-72.27,-52.5,0,-19.77,2.984165637,1
582c83a0bbb67e0001e49ec1,42,Slurred Speech,Itching,0.99,0.01,0.7,0.3,monchoice,0,old,Male,-73,-75,-73,-75,0.8544004,4.743416,0,-3.889016,1,-72.27,-52.5,0,-19.77,2.984166,1
582c83a0bbb67e0001e49ec1,43,Tremor,Impaired Balance,0.33,0.67,0.82,0.18,medchoice,1,old,Male,-55,-85,-55,-85,6.070420084,3.911521443,1,2.158898641,1,-18.15,-69.7,1,51.55,3.94255221,1
582c83a0bbb67e0001e49ec1,43,Tremor,Impaired Balance,0.33,0.67,0.82,0.18,monchoice,1,old,Male,-55,-85,-55,-85,6.07042,3.911521,1,2.158899,1,-18.15,-69.7,1,51.55,3.942552,1
582c83a0bbb67e0001e49ec1,44,Flatulence,Insomnia,0.6,0.4,0.5,0.5,medchoice,0,old,Male,-80,-50,-80,-50,5.656854249,5,1,0.656854249,0,-48,-25,0,-23,3.135494216,1
582c83a0bbb67e0001e49ec1,44,Flatulence,Insomnia,0.6,0.4,0.5,0.5,monchoice,0,old,Male,-80,-50,-80,-50,5.656854,5,1,0.6568542,0,-48,-25,0,-23,3.135494,1
583ec287ad2f4300014b355a,1,Hallucinations,Fatigue,0.5,0.5,0.97,0.03,medchoice,0,old,Male,-200,-80,-200,-80,10,1.549193338,1,8.450806662,0,-100,-77.6,0,-22.4,3.109060959,1
583ec287ad2f4300014b355a,1,Hallucinations,Fatigue,0.5,0.5,0.97,0.03,monchoice,1,old,Male,-200,-80,-200,-80,10,1.549193,1,8.450807,1,-100,-77.6,0,-22.4,3.109061,0
583ec287ad2f4300014b355a,2,Fatigue,Depression,0.98,0.02,0.35,0.65,medchoice,1,old,Male,-80,-180,-80,-180,1.264911064,10.81665383,0,-9.551742762,0,-78.4,-63,0,-15.4,2.734367509,0
583ec287ad2f4300014b355a,2,Fatigue,Depression,0.98,0.02,0.35,0.65,monchoice,0,old,Male,-80,-180,-80,-180,1.264911,10.81665,0,-9.551743,1,-78.4,-63,0,-15.4,2.734368,1
583ec287ad2f4300014b355a,3,Fatigue,Depression,0.98,0.02,0.55,0.45,medchoice,1,old,Male,-80,-180,-80,-180,1.264911064,9,0,-7.735088936,0,-78.4,-99,1,20.6,3.025291076,1
583ec287ad2f4300014b355a,3,Fatigue,Depression,0.98,0.02,0.55,0.45,monchoice,1,old,Male,-80,-180,-80,-180,1.264911,9,0,-7.735089,0,-78.4,-99,1,20.6,3.025291,1
583ec287ad2f4300014b355a,4,Itching,Insomnia,0.5,0.5,0.98,0.02,medchoice,1,old,Male,-20,-100,-20,-100,3.16227766,1.414213562,1,1.748064098,1,-10,-98,1,88,4.477336814,1
583ec287ad2f4300014b355a,4,Itching,Insomnia,0.5,0.5,0.98,0.02,monchoice,1,old,Male,-20,-100,-20,-100,3.162278,1.414214,1,1.748064,1,-10,-98,1,88,4.477337,1
583ec287ad2f4300014b355a,5,Insomnia,Itching,0.98,0.02,0.7,0.3,medchoice,0,old,Male,-100,-20,-100,-20,1.414213562,2.449489743,0,-1.03527618,1,-98,-14,0,-84,4.430816799,1
583ec287ad2f4300014b355a,5,Insomnia,Itching,0.98,0.02,0.7,0.3,monchoice,0,old,Male,-100,-20,-100,-20,1.414214,2.44949,0,-1.035276,1,-98,-14,0,-84,4.430817,1
583ec287ad2f4300014b355a,6,Memory Loss,Itching,0.45,0.55,0.98,0.02,medchoice,0,old,Male,-170,-20,-170,-20,9.669539803,0.632455532,1,9.037084271,0,-76.5,-19.6,0,-56.9,4.041295341,1
583ec287ad2f4300014b355a,6,Memory Loss,Itching,0.45,0.55,0.98,0.02,monchoice,0,old,Male,-170,-20,-170,-20,9.66954,0.6324555,1,9.037084,0,-76.5,-19.6,0,-56.9,4.041295,1
583ec287ad2f4300014b355a,7,Memory Loss,Itching,0.56,0.44,0.98,0.02,medchoice,0,old,Male,-170,-20,-170,-20,8.648699324,0.632455532,1,8.016243792,0,-95.2,-19.6,0,-75.6,4.325456283,1
583ec287ad2f4300014b355a,7,Memory Loss,Itching,0.56,0.44,0.98,0.02,monchoice,0,old,Male,-170,-20,-170,-20,8.648699,0.6324555,1,8.016244,0,-95.2,-19.6,0,-75.6,4.325456,1
583ec287ad2f4300014b355a,8,Slurred Speech,Diarrhea,0.93,0.07,0.6,0.4,medchoice,0,old,Male,-177,-140,-177,-140,3.519943181,7.483314774,0,-3.963371592,1,-164.61,-84,0,-80.61,4.389622711,1
583ec287ad2f4300014b355a,8,Slurred Speech,Diarrhea,0.93,0.07,0.6,0.4,monchoice,0,old,Male,-177,-140,-177,-140,3.519943,7.483315,0,-3.963372,1,-164.61,-84,0,-80.61,4.389623,1
583ec287ad2f4300014b355a,9,Itching,Fever,0.96,0.04,0.5,0.5,medchoice,1,old,Male,-20,-190,-20,-190,0.894427191,9.746794345,0,-8.852367154,0,-19.2,-95,1,75.8,4.328098293,1
583ec287ad2f4300014b355a,9,Itching,Fever,0.96,0.04,0.5,0.5,monchoice,1,old,Male,-20,-190,-20,-190,0.8944272,9.746794,0,-8.852367,0,-19.2,-95,1,75.8,4.328098,1
583ec287ad2f4300014b355a,10,Fever,Itching,0.71,0.29,0.96,0.04,medchoice,0,old,Male,-190,-20,-190,-20,7.422937424,0.894427191,1,6.528510233,0,-134.9,-19.2,0,-115.7,4.751000634,1
583ec287ad2f4300014b355a,10,Fever,Itching,0.71,0.29,0.96,0.04,monchoice,0,old,Male,-190,-20,-190,-20,7.422937,0.8944272,1,6.52851,0,-134.9,-19.2,0,-115.7,4.751001,1
583ec287ad2f4300014b355a,11,Depression,Diarrhea,0.19,0.81,0.98,0.02,medchoice,0,old,Male,-180,-140,-180,-140,12.07476708,1.673320053,1,10.40144703,0,-34.2,-137.2,1,103,4.634728988,0
583ec287ad2f4300014b355a,11,Depression,Diarrhea,0.19,0.81,0.98,0.02,monchoice,1,old,Male,-180,-140,-180,-140,12.07477,1.67332,1,10.40145,1,-34.2,-137.2,1,103,4.634729,1
583ec287ad2f4300014b355a,12,Insomnia,Memory Loss,0.94,0.06,0.05,0.95,medchoice,1,old,Male,-100,-170,-100,-170,2.449489743,12.70826503,0,-10.25877528,0,-94,-8.5,0,-85.5,4.448516376,0
583ec287ad2f4300014b355a,12,Insomnia,Memory Loss,0.94,0.06,0.05,0.95,monchoice,0,old,Male,-100,-170,-100,-170,2.44949,12.70827,0,-10.25878,1,-94,-8.5,0,-85.5,4.448516,1
583ec287ad2f4300014b355a,13,Insomnia,Memory Loss,0.99,0.01,0.25,0.75,medchoice,1,old,Male,-100,-170,-100,-170,1,11.29158979,0,-10.29158979,0,-99,-42.5,0,-56.5,4.034240638,0
583ec287ad2f4300014b355a,13,Insomnia,Memory Loss,0.99,0.01,0.25,0.75,monchoice,0,old,Male,-100,-170,-100,-170,1,11.29159,0,-10.29159,1,-99,-42.5,0,-56.5,4.034241,1
583ec287ad2f4300014b355a,14,Diarrhea,Memory Loss,0.98,0.02,0.26,0.74,medchoice,1,old,Male,-140,-170,-140,-170,1.673320053,11.21605991,0,-9.542739861,0,-137.2,-44.2,0,-93,4.532599493,0
583ec287ad2f4300014b355a,14,Diarrhea,Memory Loss,0.98,0.02,0.26,0.74,monchoice,0,old,Male,-140,-170,-140,-170,1.67332,11.21606,0,-9.54274,1,-137.2,-44.2,0,-93,4.532599,1
583ec287ad2f4300014b355a,15,Insomnia,Slurred Speech,0.55,0.45,0.97,0.03,medchoice,1,old,Male,-100,-177,-100,-177,6.708203932,2.304343724,1,4.403860208,1,-55,-171.69,1,116.69,4.759520846,1
583ec287ad2f4300014b355a,15,Insomnia,Slurred Speech,0.55,0.45,0.97,0.03,monchoice,1,old,Male,-100,-177,-100,-177,6.708204,2.304344,1,4.40386,1,-55,-171.69,1,116.69,4.759521,1
583ec287ad2f4300014b355a,16,Insomnia,Impaired Balance,0.65,0.35,0.98,0.02,medchoice,1,old,Male,-100,-155,-100,-155,5.916079783,1.760681686,1,4.155398097,1,-65,-151.9,1,86.9,4.464758032,1
583ec287ad2f4300014b355a,16,Insomnia,Impaired Balance,0.65,0.35,0.98,0.02,monchoice,1,old,Male,-100,-155,-100,-155,5.91608,1.760682,1,4.155398,1,-65,-151.9,1,86.9,4.464758,1
583ec287ad2f4300014b355a,17,Tremor,Slurred Speech,0.63,0.37,0.97,0.03,medchoice,1,old,Male,-105,-177,-105,-177,6.232976817,2.304343724,1,3.928633093,1,-66.15,-171.69,1,105.54,4.659090028,1
583ec287ad2f4300014b355a,17,Tremor,Slurred Speech,0.63,0.37,0.97,0.03,monchoice,1,old,Male,-105,-177,-105,-177,6.232977,2.304344,1,3.928633,1,-66.15,-171.69,1,105.54,4.65909,1
583ec287ad2f4300014b355a,18,Flatulence,Fatigue,0.94,0.06,0.52,0.48,medchoice,1,old,Male,-10,-80,-10,-80,0.774596669,6.196773354,0,-5.422176685,0,-9.4,-41.6,1,32.2,3.471966453,1
583ec287ad2f4300014b355a,18,Flatulence,Fatigue,0.94,0.06,0.52,0.48,monchoice,1,old,Male,-10,-80,-10,-80,0.7745967,6.196773,0,-5.422177,0,-9.4,-41.6,1,32.2,3.471966,1
583ec287ad2f4300014b355a,19,Fever,Tremor,0.3,0.7,0.98,0.02,medchoice,1,old,Male,-190,-105,-190,-105,11.53256259,1.449137675,1,10.08342492,1,-57,-102.9,1,45.9,3.826465117,1
583ec287ad2f4300014b355a,19,Fever,Tremor,0.3,0.7,0.98,0.02,monchoice,1,old,Male,-190,-105,-190,-105,11.53256,1.449138,1,10.08342,1,-57,-102.9,1,45.9,3.826465,1
583ec287ad2f4300014b355a,20,Impaired Balance,Fever,0.98,0.02,0.15,0.85,medchoice,0,old,Male,-155,-190,-155,-190,1.760681686,12.70826503,0,-10.94758334,1,-151.9,-28.5,0,-123.4,4.815431111,1
583ec287ad2f4300014b355a,20,Impaired Balance,Fever,0.98,0.02,0.15,0.85,monchoice,0,old,Male,-155,-190,-155,-190,1.760682,12.70827,0,-10.94758,1,-151.9,-28.5,0,-123.4,4.815431,1
583ec287ad2f4300014b355a,21,Flatulence,Slurred Speech,0.6,0.4,0.97,0.03,medchoice,1,old,Male,-10,-177,-10,-177,2,2.304343724,0,-0.304343724,0,-6,-171.69,1,165.69,5.110118573,1
583ec287ad2f4300014b355a,21,Flatulence,Slurred Speech,0.6,0.4,0.97,0.03,monchoice,1,old,Male,-10,-177,-10,-177,2,2.304344,0,-0.3043437,0,-6,-171.69,1,165.69,5.110119,1
583ec287ad2f4300014b355a,22,Depression,Hallucinations,0.81,0.19,0.98,0.02,medchoice,1,old,Male,-180,-200,-180,-200,5.848076607,2,1,3.848076607,1,-145.8,-196,1,50.2,3.916015027,1
583ec287ad2f4300014b355a,22,Depression,Hallucinations,0.81,0.19,0.98,0.02,monchoice,1,old,Male,-180,-200,-180,-200,5.848077,2,1,3.848077,1,-145.8,-196,1,50.2,3.916015,1
583ec287ad2f4300014b355a,23,Insomnia,Impaired Balance,0.006,0.994,0.09,0.91,medchoice,1,old,Male,-100,-155,-100,-155,9.969954864,11.87644728,0,-1.906492416,0,-0.6,-13.95,1,13.35,2.591516385,1
583ec287ad2f4300014b355a,23,Insomnia,Impaired Balance,0.006,0.994,0.09,0.91,monchoice,1,old,Male,-100,-155,-100,-155,9.969955,11.87645,0,-1.906492,0,-0.6,-13.95,1,13.35,2.591516,1
583ec287ad2f4300014b355a,24,Diarrhea,Slurred Speech,0.005,0.995,0.1,0.9,medchoice,1,old,Male,-140,-177,-140,-177,11.8025421,12.62141038,0,-0.818868282,0,-0.7,-17.7,1,17,2.833213344,1
583ec287ad2f4300014b355a,24,Diarrhea,Slurred Speech,0.005,0.995,0.1,0.9,monchoice,1,old,Male,-140,-177,-140,-177,11.80254,12.62141,0,-0.8188683,0,-0.7,-17.7,1,17,2.833213,1
583ec287ad2f4300014b355a,25,Itching,Hallucinations,0.03,0.97,0.001,0.999,medchoice,0,old,Male,-20,-200,-20,-200,4.404543109,14.13506279,0,-9.730519678,1,-0.6,-0.2,0,-0.4,-0.916290732,1
583ec287ad2f4300014b355a,25,Itching,Hallucinations,0.03,0.97,0.001,0.999,monchoice,1,old,Male,-20,-200,-20,-200,4.404543,14.13506,0,-9.73052,0,-0.6,-0.2,0,-0.4,-0.9162907,0
583ec287ad2f4300014b355a,26,Slurred Speech,Tremor,0.02,0.98,0.001,0.999,medchoice,0,old,Male,-177,-105,-177,-105,13.17042141,10.24182601,1,2.928595396,0,-3.54,-0.105,0,-3.435,1.234016926,1
583ec287ad2f4300014b355a,26,Slurred Speech,Tremor,0.02,0.98,0.001,0.999,monchoice,0,old,Male,-177,-105,-177,-105,13.17042,10.24183,1,2.928595,0,-3.54,-0.105,0,-3.435,1.234017,1
583ec287ad2f4300014b355a,27,Flatulence,Fatigue,0.01,0.99,0.001,0.999,medchoice,1,old,Male,-10,-80,-10,-80,3.146426545,8.939798655,0,-5.793372111,0,-0.1,-0.08,0,-0.02,-3.912023005,0
583ec287ad2f4300014b355a,27,Flatulence,Fatigue,0.01,0.99,0.001,0.999,monchoice,1,old,Male,-10,-80,-10,-80,3.146427,8.939799,0,-5.793372,0,-0.1,-0.08,0,-0.02,-3.912023,0
583ec287ad2f4300014b355a,28,Fever,Memory Loss,0.003,0.997,0.04,0.96,medchoice,1,old,Male,-190,-170,-190,-170,13.76335715,12.77497554,1,0.98838161,1,-0.57,-6.8,1,6.23,1.829376333,1
583ec287ad2f4300014b355a,28,Fever,Memory Loss,0.003,0.997,0.04,0.96,monchoice,1,old,Male,-190,-170,-190,-170,13.76336,12.77498,1,0.9883816,1,-0.57,-6.8,1,6.23,1.829376,1
583ec287ad2f4300014b355a,29,Slurred Speech,Hallucinations,0.89,0.11,0.01,0.99,medchoice,0,old,Male,-177,-200,-177,-200,4.412482295,14.07124728,0,-9.658764985,1,-157.53,-2,0,-155.53,5.046838639,1
583ec287ad2f4300014b355a,29,Slurred Speech,Hallucinations,0.89,0.11,0.01,0.99,monchoice,0,old,Male,-177,-200,-177,-200,4.412482,14.07125,0,-9.658765,1,-157.53,-2,0,-155.53,5.046839,1
583ec287ad2f4300014b355a,30,Flatulence,Fatigue,0.04,0.96,0.003,0.997,medchoice,1,old,Male,-10,-80,-10,-80,3.098386677,8.930845425,0,-5.832458748,0,-0.4,-0.24,0,-0.16,-1.832581464,0
583ec287ad2f4300014b355a,30,Flatulence,Fatigue,0.04,0.96,0.003,0.997,monchoice,0,old,Male,-10,-80,-10,-80,3.098387,8.930845,0,-5.832459,1,-0.4,-0.24,0,-0.16,-1.832581,1
583ec287ad2f4300014b355a,31,Tremor,Fever,0.91,0.09,0.03,0.97,medchoice,0,old,Male,-105,-190,-105,-190,3.07408523,13.57571361,0,-10.50162838,1,-95.55,-5.7,0,-89.85,4.498141613,1
583ec287ad2f4300014b355a,31,Tremor,Fever,0.91,0.09,0.03,0.97,monchoice,0,old,Male,-105,-190,-105,-190,3.074085,13.57571,0,-10.50163,1,-95.55,-5.7,0,-89.85,4.498142,1
583ec287ad2f4300014b355a,32,Slurred Speech,Flatulence,0.045,0.955,0.006,0.994,medchoice,0,old,Male,-177,-10,-177,-10,13.00134608,3.152776554,1,9.84856953,0,-7.965,-0.06,0,-7.905,2.067495471,1
583ec287ad2f4300014b355a,32,Slurred Speech,Flatulence,0.045,0.955,0.006,0.994,monchoice,0,old,Male,-177,-10,-177,-10,13.00135,3.152777,1,9.84857,0,-7.965,-0.06,0,-7.905,2.067495,1
583ec287ad2f4300014b355a,33,Memory Loss,Itching,0.003,0.997,0.02,0.98,medchoice,0,old,Male,-170,-20,-170,-20,13.01883251,4.427188724,1,8.591643789,0,-0.51,-0.4,0,-0.11,-2.207274913,1
583ec287ad2f4300014b355a,33,Memory Loss,Itching,0.003,0.997,0.02,0.98,monchoice,0,old,Male,-170,-20,-170,-20,13.01883,4.427189,1,8.591644,0,-0.51,-0.4,0,-0.11,-2.207275,1
583ec287ad2f4300014b355a,34,Diarrhea,Depression,0.79,0.21,0.015,0.985,medchoice,0,old,Male,-140,-180,-140,-180,5.422176685,13.31540461,0,-7.893227928,1,-110.6,-2.7,0,-107.9,4.681204872,1
583ec287ad2f4300014b355a,34,Diarrhea,Depression,0.79,0.21,0.015,0.985,monchoice,0,old,Male,-140,-180,-140,-180,5.422177,13.3154,0,-7.893228,1,-110.6,-2.7,0,-107.9,4.681205,1
583ec287ad2f4300014b355a,35,Itching,Insomnia,0.003,0.997,0.095,0.905,medchoice,1,old,Male,-20,-100,-20,-100,4.465422712,9.513148795,0,-5.047726083,0,-0.06,-9.5,1,9.44,2.24495598,1
